Commodity_ID,Policy_ID,CPL_ID,Country_Name,Subnational_Name,CommodityDomain_Name,PolicyDomain_Name,PolicyType_Name,PolicyMeasure_Name,Condition,IndividualPolicy_Name,Policy_Element,CommodityClass_Name,HS_Code,HS_Version,Description,Short_Description,Shared_Group_Code,Second_Generation_Specific,Start_Date,End_Date,Imposed_End_Date,Units,Value,Value_Text,Value_Type,Exemptions,Notes,Measure_Description,Link,Link_pdf,Source,Date_Of_Publication,Title_Of_Notice,Legal_Basis_Name,Benchmark_Tax,Benchmark_Product,Tax_Rate_Biofuel,Tax_Rate_Benchmark,Start_Date_Tax,Benchmark_Link,Benchmark_Link_pdf,Product_Original_HS,Product_Original_Name,Type_Of_Change_Name,Original_Dataset,CommodityDomain_Code,PolicyDomain_Code,country_code,Subnational_Code,PolicyType_Code,PolicyMeasure_Code,Condition_Code,IndividualPolicy_Code,Type_Of_Change_Code,Element_Code,CommodityClass_Code,Metadata_ID,MinAVTariffValue,maxavtariffvalue,CountAVTariff,CountNAVTariff
"2","12621","2420","Ukraine","n.a.","Agricultural","Trade","Export measures","Licensing requirement","n.a.","n.a.","n.a.","Wheat","100111","HS2012","Wheat and meslin. - Durum wheat : -- Seed.","Durum wheat seed for sowing","","","2011-03-31","2011-06-29","","","","","Observed","","On establishing quotas for separate kinds of agricultural production, export of which is subject to licensing till 31 December 2010, and approval of the Procedure for issuing licences for exports of certain types of agricultural products and the allocatio","Ministry of Economy  decides on the distribution of quotas and gives licenses","http://zakon2.rada.gov.ua/laws/show/938-2010-%D0%BF/ed20110402","zakon2.rada.gov.ua_laws_show_938-2010_ed20110402.pdf","Cabinet of Ministers of Ukraine","2010-10-04","Resolution of the Cabinet of Ministers of Ukraine, 04.10.2010 #938, on establishing quotas ans issuing licences for the export of agricultural products","","","","","","","","","100111","Wheat and meslin. - Durum wheat : -- Seed.","Extension","OECD Export Restrictions","1","1","254","99","1","5","105","999","3.0","99","1","POLICY_254_99_1_1_1_1_5_0","","","",""
"2","890","173","Australia","n.a.","Agricultural","Trade","Export measures","Licensing requirement","Provider of a port terminal service who exports wheat","n.a.","n.a.","Wheat","100111","HS2012","Wheat and meslin. - Durum wheat : -- Seed.","Durum wheat seed for sowing","","","2008-06-30","2012-12-09","","","","","Observed","Other than wheat in bags or containers","Non-bulk export of wheat (in bags and containers) was deregulated in August 
2007","A provider of a port terminal service who exports wheat, or who is an associated entity of a person who exports wheat, must pass the access test in relation to the port terminal service.","http://www.comlaw.gov.au/Details/C2008A00065","C2008A00065.pdf","Australian Government","2008-06-30","Wheat Export Marketing Act 2008, No. 65 2008","Wheat Export Marketing Act 2008, No. 65 2008","","","","","","","","100111","Wheat and meslin. - Durum wheat : -- Seed.","Introduction","OECD Export Restrictions","1","1","17","99","1","5","146","999","5.0","99","1","POLICY_17_99_1_1_1_1_5_1","","","",""
"2","12618","2420","Ukraine","n.a.","Agricultural","Trade","Export measures","Licensing requirement","n.a.","n.a.","n.a.","Wheat","100111","HS2012","Wheat and meslin. - Durum wheat : -- Seed.","Durum wheat seed for sowing","","","2009-04-24","2012-10-07","","","","","Observed","","On approval of the List of goods subject to obligatory sanitary, veterinary, phytosanitary, radiological, ecological control and the control over movement of cultural values at the customs clearance point ","Phytosanitary certificate is needed","http://zakon4.rada.gov.ua/laws/show/z0320-09","zakon4.rada.gov.ua_laws_show_z0320-09.pdf","State Customs Service of Ukraine","2009-03-27","Order of the State Customs Service of Ukraine,  27.03.2009 #265/211/191/210/14/147/326, on goods subjected to obligatory sanitary, veterinary, phytosanitary, radiological, ecological control ","","","","","","","","","100111","Wheat and meslin. - Durum wheat : -- Seed.","Extension","OECD Export Restrictions","1","1","254","99","1","5","105","999","3.0","99","1","POLICY_254_99_1_1_1_1_5_0","","","",""
"2","891","173","Australia","n.a.","Agricultural","Trade","Export measures","Licensing requirement","Provider of a port terminal service who exports wheat","n.a.","n.a.","Wheat","100111","HS2012","Wheat and meslin. - Durum wheat : -- Seed.","Durum wheat seed for sowing","","","2012-12-10","2014-09-30","","","","","Observed","Other than wheat in bags or containers","Non-bulk export of wheat (in bags and containers) was deregulated in August 
2007","The access test for providers of a port terminal service who exports wheat will remain in place until 30 September 2014 subject to the implementation of a mandatory Code of Conduct for grain export terminals by that date.","http://www.comlaw.gov.au/Details/C2008A00065","C2008A00065.pdf","Australian Government","2008-06-30","Wheat Export Marketing Amendment Act 2012, No. 170, 2012","Wheat Export Marketing Amendment Act 2012, No. 170, 2012","","","","","","","","100111","Wheat and meslin. - Durum wheat : -- Seed.","Extension","OECD Export Restrictions","1","1","17","99","1","5","146","999","3.0","99","1","POLICY_17_99_1_1_1_1_5_1","","","",""
"2","12643","2517","Ukraine","n.a.","Agricultural","Trade","Export measures","VAT tax rebate","n.a.","n.a.","n.a.","Wheat","100111","HS2012","Wheat and meslin. - Durum wheat : -- Seed.","Durum wheat seed for sowing","","","2011-08-06","2013-12-31","","%","20","20","Calculated","","On amendments to the Tax code of Ukraine and other legislative acts of Ukraine concerning the improvement of certain provisions of the Tax code of Ukraine","","http://zakon4.rada.gov.ua/laws/show/3609-17/ed20130101","zakon4.rada.gov.ua_laws_show_3609-17.pdf","Government of Ukraine","2011-07-07","Law of Ukraine, 7 July 2011 #3609-VI, on amendments to the Tax code and other legislative acts","","","","","20","","","","100111","Wheat and meslin. - Durum wheat : -- Seed.","Introduction","OECD Export Restrictions","1","1","254","99","1","10","105","999","5.0","99","1","POLICY_254_99_1_1_1_1_10_0","","","",""
"2","2959","443","Canada","n.a.","Agricultural","Trade","Export measures","Licensing requirement","n.a.","n.a.","n.a.","Wheat","100111","HS2012","Wheat and meslin. - Durum wheat : -- Seed.","Durum wheat seed for sowing","","","2011-08-01","","","","","","Observed","","","Farmers will be able to deliver wheat and barley to any domestic or export buyer. Export licenses will no longer be required. Deliveries will be arranged between buyers and sellers, as they are for other crops.","http://laws-lois.justice.gc.ca/eng/acts/M-1.5/FullText.html","laws-lois.justice.gc.ca_PDF_M-1.5.pdf","Government of Canada","2011-12-15","Marketing Freedom for Grain Farmers Act, S.C. 2011, c. 25 (Assented to 2011-12-15)","Marketing Freedom for Grain Farmers Act, S.C. 2011, c. 25 (Assented to 2011-12-15)","","","","","","","","100111","Wheat and meslin. - Durum wheat : -- Seed.","Introduction","OECD Export Restrictions","1","1","46","99","1","5","105","999","5.0","99","1","POLICY_46_99_1_1_1_1_5_0","","","",""
"2","10731","1984","Russian Federation","n.a.","Agricultural","Trade","Export measures","Export tax","n.a.","n.a.","n.a.","Wheat","100111","HS2012","Wheat and meslin. - Durum wheat : -- Seed.","Durum wheat seed for sowing","","","2008-02-01","2008-04-30","Yes","","","","Observed","Kazakhstan, Belarus","","","http://www.szrf.ru/doc.phtml?nb=edition00&issid=2008001000&docid=2","www.szrf.rudoc.phtmlnb=edition00&issid=2008001000&docid=2.pdf","Government of the Russian Federation","2007-12-28","Order of the Government of the Russian Federation, 28 December 2007 #934, on changing the decree of the Government of the RF, 10 October 2007, #660 ","","","","","","","","","100111","Wheat and meslin. - Durum wheat : -- Seed.","n.a.","OECD Export Restrictions","1","1","204","99","1","4","105","999","6.0","99","1","POLICY_204_99_1_1_1_1_4_0","","","",""
"2","16324","1690","Kazakhstan","n.a.","Agricultural","Trade","Export measures","Export prohibition","n.a.","n.a.","n.a.","Wheat","100111","HS2012","Wheat and meslin. - Durum wheat : -- Seed.","Durum wheat seed for sowing","","","2008-04-15","2008-08-31","","","","","Observed","","","","http://adilet.zan.kz/rus/docs/P080000343_","adilet.zan.kz_rus_docs_P080000343.pdf","Government of the Republic of Kazakhstan","2008-04-15","Resolution of the Government of the Republic of Kazakhstan, 15 April 2008 #343, amending the decree of the Government of the Republic of Kazakhstan, 10 July 2003 #681","","","","","","","","","100111","Wheat and meslin. - Durum wheat : -- Seed.","Introduction","OECD Export Restrictions","1","1","132","99","1","1","105","999","5.0","99","1","POLICY_132_99_1_1_1_1_1_0","","","",""
"2","16389","1984","Russian Federation","n.a.","Agricultural","Trade","Export measures","Export tax","n.a.","n.a.","n.a.","Wheat","100111","HS2012","Wheat and meslin. - Durum wheat : -- Seed.","Durum wheat seed for sowing","","","2015-02-01","2015-05-14","","","","","Observed","Kazakhstan, Belarus","","","http://pravo.gov.ru/proxy/ips/?docbody=&prevDoc=102317237&backlink=1&&nd=102340862","pravo.gov.ru_proxy_ips_docview_102340862_1&&empire.pdf","Government of the Russian Federation","2013-08-30","Resolution of the Government of the Russian Federation, 30 August 2013 #754","","","","","","","","","100111","Wheat and meslin. - Durum wheat : -- Seed.","n.a.","OECD Export Restrictions","1","1","204","99","1","4","105","999","6.0","99","1","POLICY_204_99_1_1_1_1_4_0","","","",""
"2","8869","1678","Kazakhstan","n.a.","Agricultural","Trade","Export measures","Licensing requirement","n.a.","n.a.","n.a.","Wheat","100111","HS2012","Wheat and meslin. - Durum wheat : -- Seed.","Durum wheat seed for sowing","","","2003-10-21","","","","","","Observed","","On making amendments to the Law of the Republic of Kazakhstan on grain","Realization of grain is not permitted for export without the certificates of quality of grain","http://adilet.zan.kz/rus/docs/Z030000488_#z0","adilet.zan.kz_rus_docs_Z030000488_z0.pdf","Government of the Republic of Kazakhstan","2003-10-13","Law of the Republic of Kazakhstan dated 13 October 2003, # 488, on making amendments to the Law of the Republic of Kazakhstan on grain","","","","","","","","","100111","Wheat and meslin. - Durum wheat : -- Seed.","Extension","OECD Export Restrictions","1","1","132","99","1","5","105","999","3.0","99","1","POLICY_132_99_1_1_1_1_5_0","","","",""
"2","16442","2517","Ukraine","n.a.","Agricultural","Trade","Export measures","VAT tax rebate","n.a.","n.a.","n.a.","Wheat","100111","HS2012","Wheat and meslin. - Durum wheat : -- Seed.","Durum wheat seed for sowing","","","2014-01-01","2014-12-31","","%","17","17","Calculated","","","","http://zakon0.rada.gov.ua/laws/show/2755-17/print1428495600421406#n12112","2755-17.pdf","Government of Ukraine","2010-12-04","Tax code of Ukraine, 02.12.2010 #2755-VI","","","","","17","","","","100111","Wheat and meslin. - Durum wheat : -- Seed.","Decrease","OECD Export Restrictions","1","1","254","99","1","10","105","999","1.0","99","1","POLICY_254_99_1_1_1_1_10_0","","","",""
"2","8870","1678","Kazakhstan","n.a.","Agricultural","Trade","Export measures","Licensing requirement","n.a.","n.a.","n.a.","Wheat","100111","HS2012","Wheat and meslin. - Durum wheat : -- Seed.","Durum wheat seed for sowing","","","2005-05-06","","","","","","Observed","","","Certificate of conformity is needed","http://adilet.zan.kz/rus/archive/docs/P050000367_/02.05.2013","adilet.zan.kz_rus_archive_docs_P050000367_02.05.2013.pdf","Government of the Republic of Kazakhstan","2005-04-20","Resolution of the Government of the Republic of Kazakhstan, 20 April 2005 #367, mandatory confirmation of conformity of products ","","","","","","","","","100111","Wheat and meslin. - Durum wheat : -- Seed.","Extension","OECD Export Restrictions","1","1","132","99","1","5","105","999","3.0","99","1","POLICY_132_99_1_1_1_1_5_0","","","",""
"2","10730","1984","Russian Federation","n.a.","Agricultural","Trade","Export measures","Export tax","n.a.","n.a.","n.a.","Wheat","100111","HS2012","Wheat and meslin. - Durum wheat : -- Seed.","Durum wheat seed for sowing","","","2007-11-10","2008-01-31","Yes","","","","Observed","Kazakhstan, Belarus","","","http://www.szrf.ru/doc.phtml?nb=edition00&issid=2007042000&docid=102","www.szrf.rudoc.phtmlnb=edition00&issid=2007042000&docid=102.pdf","Government of the Russian Federation","2007-10-10","Resolution of the Government of the Russian Federation, 10 October 2007, #660, on approving the rates of export customs duties for wheat, meslin and barley exported outside of the States participants of the Customs Union agreements","","","","","","","","","100111","Wheat and meslin. - Durum wheat : -- Seed.","Introduction","OECD Export Restrictions","1","1","204","99","1","4","105","999","5.0","99","1","POLICY_204_99_1_1_1_1_4_0","","","",""
"2","8868","1678","Kazakhstan","n.a.","Agricultural","Trade","Export measures","Licensing requirement","n.a.","n.a.","n.a.","Wheat","100111","HS2012","Wheat and meslin. - Durum wheat : -- Seed.","Durum wheat seed for sowing","","","2003-01-31","","","","","","Observed","","","Sanitary certificate is needed","http://adilet.zan.kz/rus/archive/docs/P030000112_/31.01.2003","adilet.zan.kz_rus_archive_docs_P030000112_31.01.2003.pdf","Government of the Republic of Kazakhstan","2003-01-31","Resolution of the Government of the Republic of Kazakhstan, 31 January 2003 #112, on the cooperation agreement on sanitary protection of States-participants of the Commonwealth of Independent States","","","","","","","","","100111","Wheat and meslin. - Durum wheat : -- Seed.","Extension","OECD Export Restrictions","1","1","132","99","1","5","105","999","3.0","99","1","POLICY_132_99_1_1_1_1_5_0","","","",""
"2","10710","1974","Russian Federation","n.a.","Agricultural","Trade","Export measures","Export prohibition","n.a.","n.a.","n.a.","Wheat","100111","HS2012","Wheat and meslin. - Durum wheat : -- Seed.","Durum wheat seed for sowing","","","2011-01-02","2011-06-30","","","","","Observed","","","","http://www.fsvps.ru/fsvps/laws/2060.html","www.fsvps.ru_fsvps_laws_2060.pdf","Government of the Russian Federation","2010-10-20","Resolution of the Government of the Russian Federation, 20 October 2010 #853, on the temporary prohibition of export of some agricultural goods ","","","","","","","","","100111","Wheat and meslin. - Durum wheat : -- Seed.","Extension","OECD Export Restrictions","1","1","204","99","1","1","105","999","3.0","99","1","POLICY_204_99_1_1_1_1_1_0","","","",""
"2","8867","1678","Kazakhstan","n.a.","Agricultural","Trade","Export measures","Licensing requirement","n.a.","n.a.","n.a.","Wheat","100111","HS2012","Wheat and meslin. - Durum wheat : -- Seed.","Durum wheat seed for sowing","","","2001-01-23","","","","","","Observed","","On grain","Realization of grain for export is prohibited without confirmation of execution of the obligations on delivery of grain of the state resources of grain","http://adilet.zan.kz/rus/archive/docs/Z010000143_/03.07.2013","adilet.zan.kz_rus_archive_docs_Z010000143_03.07.2013.pdf","Government of the Republic of Kazakhstan","2001-01-19","Law of the Republic of Kazakhstan, 19 January 2001 #143, on grain","","","","","","","","","100111","Wheat and meslin. - Durum wheat : -- Seed.","Introduction","OECD Export Restrictions","1","1","132","99","1","5","105","999","5.0","99","1","POLICY_132_99_1_1_1_1_5_0","","","",""
"2","42243","1984","Russian Federation","n.a.","Agricultural","Trade","Export measures","Export tax","n.a.","n.a.","n.a.","Wheat","100111","HS2012","Wheat and meslin. - Durum wheat : -- Seed.","Durum wheat seed for sowing","","","2015-05-15","2015-06-30","","%","0","0","Observed","","","","http://government.ru/media/files/VGIQbaOi38WwyGl4EGn35c4371wYDR2M.pdf","Resolution_467_2015.pdf","Government of the Russian Federation","2015-05-15","Resolution of the Government of the Russian Federation, 15 May 2015 #467","","","","","","","","","100111","Wheat and meslin. - Durum wheat : -- Seed.","n.a.","OECD Export Restrictions","1","1","204","99","1","4","105","999","6.0","99","1","POLICY_204_99_1_1_1_1_4_0","","","",""
"2","10682","3563","Russian Federation","n.a.","Agricultural","Trade","Export measures","Licensing requirement","Veterinary certificate is needed","n.a.","n.a.","Wheat","100111","HS2012","Wheat and meslin. - Durum wheat : -- Seed.","Durum wheat seed for sowing","","","2010-07-01","","","","","","Observed","","Implementation of veterinary and sanitary measures in the Customs Union","Veterinary certificate is needed","http://www.fsvps.ru/fsvps-docs/ru/laws/tsouz/317.pdf","www.fsvps.ru_fsvps_laws_317.pdf","Customs Union Commission","2010-06-18","Decision of the Customs Union Commission, 18 June 2010 #317, implementation of veterinary and sanitary measures","","","","","","","","","100111","Wheat and meslin. - Durum wheat : -- Seed.","Introduction","OECD Export Restrictions","1","1","204","99","1","5","362","999","5.0","99","1","POLICY_204_99_1_1_1_1_5_1","","","",""
"2","42245","1984","Russian Federation","n.a.","Agricultural","Trade","Export measures","Export tax","n.a.","n.a.","n.a.","Wheat","100111","HS2012","Wheat and meslin. - Durum wheat : -- Seed.","Durum wheat seed for sowing","","","2015-10-01","","","","","","","","","","http://government.ru/media/files/ozVDxT5hkj7LbPePtO45x9FKCU8CxOB6.pdf","Resolution_1032_2015.pdf","Government of the Russian Federation","2015-09-29","Resolution of the Government of the Russian Federation, 29 September 2015 #1032","","","","","","","","","","","Elimination","OECD Export Restrictions","1","1","204","99","1","4","105","999","2.0","99","1","POLICY_204_99_1_1_1_1_4_0","","","",""
"2","10681","1962","Russian Federation","n.a.","Agricultural","Trade","Export measures","Licensing requirement","n.a.","n.a.","n.a.","Wheat","100111","HS2012","Wheat and meslin. - Durum wheat : -- Seed.","Durum wheat seed for sowing","","","2010-02-01","","","","","","Observed","","On approval of the unified list of products liable to obligatory certification, and the unified list of products for which conformity assessment takes the form of a declaration of conformity","Declaration of conformity is needed","http://www.szrf.ru/doc.phtml?nb=edition00&issid=2009050000&docid=54","www.szrf.ru_doc.phtmlnb=edition00&issid=2009050000&docid=54.pdf","Government of the Russian Federation","2009-12-01","Resolution of the Government of the Russian Federation, 1 December 2009 #982","","","","","","","","","100111","Wheat and meslin. - Durum wheat : -- Seed.","Introduction","OECD Export Restrictions","1","1","204","99","1","5","105","999","5.0","99","1","POLICY_204_99_1_1_1_1_5_0","","","",""
"2","10709","1974","Russian Federation","n.a.","Agricultural","Trade","Export measures","Export prohibition","n.a.","n.a.","n.a.","Wheat","100111","HS2012","Wheat and meslin. - Durum wheat : -- Seed.","Durum wheat seed for sowing","","","2010-08-15","2010-12-31","","","","","Observed","","","","http://www.fsvps.ru/fsvps/laws/2058.html","www.fsvps.ru_fsvps_laws_2058.pdf","Government of the Russian Federation","2010-08-05","Resolution of the Government of the Russian Federation, 5 August 2010 #599, on the temporary prohibition of export of some agricultural goods","","","","","","","","","100111","Wheat and meslin. - Durum wheat : -- Seed.","Introduction","OECD Export Restrictions","1","1","204","99","1","1","105","999","5.0","99","1","POLICY_204_99_1_1_1_1_1_0","","","",""
"2","12617","2420","Ukraine","n.a.","Agricultural","Trade","Export measures","Licensing requirement","n.a.","n.a.","n.a.","Wheat","100111","HS2012","Wheat and meslin. - Durum wheat : -- Seed.","Durum wheat seed for sowing","","","2002-07-31","2014-04-25","Yes","","","","Observed","","On grain and grain market in Ukraine","Export operations with grain and products of its processing are conducted in the presence of the certificate of quality of grain and products of its processing","http://zakon2.rada.gov.ua/laws/show/37-15/print1387107076585457","zakon2.rada.gov.ua_laws_show37-15.pdf","Government of Ukraine","2002-07-04","Law of Ukraine, 4 July 2002 #37-IV, on grain market","","","","","","","","","100111","Wheat and meslin. - Durum wheat : -- Seed.","Introduction","OECD Export Restrictions","1","1","254","99","1","5","105","999","5.0","99","1","POLICY_254_99_1_1_1_1_5_0","","","",""
